,0,1
0,1.3015905199603498e-05,seq_2_X
1,0.0004275764682173435,seq_8_W
2,0.00047697045051730414,seq_7_W
3,0.0005029450601027269,seq_3_W
4,0.000514514930094356,bind1_W
5,0.0006204222726011398,seq_2_W
6,0.0008487181530209765,seq_6_W
7,0.0008691019387743353,seq_9_W
8,0.0008743424915852305,seq_3_M
9,0.000918605750425883,bind1_C
10,0.0010105819691563094,seq_1_W
11,0.001086717073434014,bind2_W
12,0.0011019595565282772,seq_5_Y
13,0.0012245713927412666,seq_6_M
14,0.0012358040812419009,seq_8_M
15,0.0013033348938805455,seq_4_W
16,0.001316464907450393,seq_8_Y
17,0.0013318991332492564,seq_6_C
18,0.0013449575836474328,seq_9_C
19,0.0014263369203862614,bind1_M
20,0.0014321484189801378,bind2_M
21,0.001456327716402516,seq_2_C
22,0.0015024412845415808,seq_8_F
23,0.001538018844596411,bind2_H
24,0.0015737794410079495,seq_2_M
25,0.0016070918020077549,seq_5_W
26,0.0016192406652992574,seq_4_H
27,0.0016962927277868437,bind2_N
28,0.0017059615424305779,seq_2_H
29,0.0017142228595853778,seq_5_M
30,0.0017161660808105977,seq_7_M
31,0.0017425444129054012,seq_6_H
32,0.0017462443667143838,seq_4_M
33,0.001793488274161399,seq_4_Y
34,0.0018332071440380784,seq_7_C
35,0.0018356656998871354,seq_4_C
36,0.0018677463452813658,seq_5_C
37,0.0018718207856671138,seq_7_Y
38,0.0018804802501564293,seq_3_C
39,0.0019002430729845726,bind1_H
40,0.0019029410224079943,bind1_Y
41,0.001944476717105206,bind1_N
42,0.001996686236093394,seq_7_N
43,0.002002416815658591,seq_1_M
44,0.0020791682045379883,seq_6_Y
45,0.0021165819740771603,seq_4_F
46,0.0021407212021128967,bind1_F
47,0.0022049843468429178,seq_5_N
48,0.0022685973251009395,seq_3_N
49,0.002270611246285861,seq_6_N
50,0.0022824775143688485,seq_7_F
51,0.0022896862100440975,seq_5_D
52,0.002295963872333684,bind1_D
53,0.0023061409093737806,bind2_Y
54,0.002342320205468021,seq_6_F
55,0.0023675876567649805,seq_8_E
56,0.0023943636163863556,bind2_D
57,0.0024226511064393487,seq_3_D
58,0.0024426144856801143,seq_8_T
59,0.0024531137007641366,seq_1_H
60,0.0024583475069386083,bind2_F
61,0.002463962411465094,bind1_T
62,0.00248814050268748,bind2_Q
63,0.002530705859155617,seq_5_H
64,0.002565065088675885,bind2_C
65,0.0025651020300873502,seq_3_H
66,0.002565687866022439,seq_1_K
67,0.00257040728753614,seq_9_M
68,0.0025782410209387483,seq_7_H
69,0.0025951803166610566,bind1_K
70,0.002612356433018676,seq_7_K
71,0.0026285972057382475,seq_3_Y
72,0.002634665274441706,bind2_G
73,0.0026489121104710345,seq_8_N
74,0.0026543333034286156,seq_2_Q
75,0.002665978322679551,seq_3_I
76,0.0026738846503699632,seq_3_Q
77,0.0027169097975545697,seq_8_Q
78,0.002722602709334334,seq_2_N
79,0.0027333241965807414,seq_7_D
80,0.0028004432518236285,seq_8_H
81,0.0028120841275322706,seq_4_T
82,0.0028298905680440778,bind2_V
83,0.0028315771764684367,seq_2_Y
84,0.0028387198672002152,bind1_G
85,0.0028449523629546242,bind1_E
86,0.002878836370220289,seq_2_G
87,0.0028888097285415413,seq_2_K
88,0.002920036717795086,bind1_Q
89,0.002961818473810964,seq_1_Q
90,0.0029664718784263473,seq_7_Q
91,0.0029874283362489474,seq_7_G
92,0.002997306670586147,seq_9_H
93,0.0030122373946833677,seq_4_I
94,0.0030174361594176675,seq_4_N
95,0.003055467511454159,seq_2_T
96,0.0030751713772265033,seq_9_T
97,0.003080461150634741,seq_1_D
98,0.0030947860772611935,seq_6_Q
99,0.0030989915965178912,bind1_V
100,0.0031030413726337498,bind2_K
101,0.003104948462361261,bind2_E
102,0.0031255070825768573,seq_5_I
103,0.0031307449714949726,seq_1_F
104,0.0031489498193685373,seq_5_V
105,0.003150443988893397,seq_6_I
106,0.0031613830608043757,bind1_I
107,0.003199585694637771,seq_7_T
108,0.003247695660143329,seq_1_I
109,0.003248212058815183,seq_4_R
110,0.0032487912870124537,seq_8_C
111,0.003263947775461557,bind2_T
112,0.0032758054338419,seq_8_G
113,0.0032771179218652555,seq_2_I
114,0.003284604465150066,seq_3_K
115,0.0032922690705423953,seq_3_F
116,0.00329454315555057,seq_5_Q
117,0.003306299393670928,seq_3_T
118,0.003321241811000732,seq_3_V
119,0.0033226875222264053,seq_6_D
120,0.003335170799323634,length1_4
121,0.003359697126487285,seq_4_E
122,0.003369155401154119,seq_9_A
123,0.00338846808684854,seq_9_F
124,0.0033956469660711814,seq_9_V
125,0.0033985319915680527,seq_6_S
126,0.003464293486667955,seq_1_A
127,0.003479167321523929,seq_3_G
128,0.0034999652474895448,seq_5_F
129,0.0035094944153838264,seq_5_E
130,0.003517327819316127,seq_5_K
131,0.003520585841148937,seq_4_D
132,0.003522173985993548,seq_7_I
133,0.0035544571856896494,length1_5
134,0.0035655509590638446,seq_6_G
135,0.003608234966223317,seq_4_G
136,0.0036556049356102254,seq_6_V
137,0.0036566441173551366,seq_6_T
138,0.003707007459984377,seq_4_V
139,0.0037106495154715395,seq_4_K
140,0.003722486549702807,seq_6_K
141,0.003724519574950975,seq_8_R
142,0.0037264717727015974,seq_7_E
143,0.003731706434650982,seq_1_N
144,0.0037535077558268825,length2_5
145,0.0037787245142140353,seq_1_G
146,0.0037982006170056326,seq_4_A
147,0.003829928618083908,seq_5_G
148,0.0038889082004371555,seq_5_T
149,0.0038921382667166464,seq_7_A
150,0.0038931191997845878,seq_4_Q
151,0.0039004466131343325,bind2_S
152,0.003949396056125873,seq_1_C
153,0.003971086084963976,length1_6
154,0.003978310680278252,seq_3_S
155,0.003980602461258299,length2_4
156,0.0039929458510209355,seq_5_S
157,0.003995719808583421,seq_7_V
158,0.003999010986849979,seq_5_A
159,0.0040408690769981655,seq_6_R
160,0.004043065247035442,seq_1_T
161,0.004049863879249601,bind2_I
162,0.004050016921859803,seq_7_R
163,0.0040627579880718415,seq_4_S
164,0.004067191270855291,length1_3
165,0.004067791290503671,seq_8_I
166,0.004094450417809235,seq_2_A
167,0.0040968630902681324,seq_6_P
168,0.004104897440383712,length2_6
169,0.004112718631618533,seq_9_P
170,0.004117049423815105,bind1_S
171,0.004117323463770772,seq_5_R
172,0.0041419144774862025,seq_8_S
173,0.004157131711541922,length2_3
174,0.004168052486390977,seq_8_D
175,0.004197560956142277,seq_8_V
176,0.004234947202180318,bind2_A
177,0.004252650218337248,bind2_R
178,0.004272685814919,bind2_P
179,0.0042762494133989385,seq_8_P
180,0.004308132823034454,bind1_A
181,0.0043957594578606886,seq_8_A
182,0.004409179950946853,seq_2_V
183,0.00442311367310482,seq_7_P
184,0.004434215008555879,seq_8_K
185,0.004490796022980852,seq_2_F
186,0.00451462782982869,seq_7_S
187,0.004533144356230241,seq_1_Y
188,0.004542535348929464,length2_2
189,0.004566864155398197,seq_2_S
190,0.004579745744009363,seq_5_L
191,0.004600488126640309,length1_7
192,0.004607854413770134,seq_5_P
193,0.004659730613400017,seq_6_E
194,0.004745924633095333,bind1_P
195,0.004755557823296819,seq_1_L
196,0.004785238787880947,seq_2_D
197,0.004808950079247194,seq_6_L
198,0.004815994699567467,seq_6_A
199,0.004858171544383136,seq_3_P
200,0.004865703606317348,seq_9_N
201,0.004964071974307849,bind1_L
202,0.005111204864769711,bind1_R
203,0.005111980737581194,seq_3_L
204,0.005165701252581811,seq_4_L
205,0.005311190052621175,seq_3_E
206,0.00535124238259984,bind2_L
207,0.0053827971951843035,seq_2_E
208,0.005386800566667334,seq_1_S
209,0.0054101635813162356,seq_3_A
210,0.005622398808979293,seq_2_L
211,0.005727902709577214,length1_2
212,0.005829520726661871,length2_7
213,0.005917351590346307,seq_4_P
214,0.006324076731729839,seq_9_G
215,0.006429242727194872,seq_9_Q
216,0.006791507830036181,length2_8
217,0.007341593687980192,seq_8_L
218,0.0074022011066442964,length1_1
219,0.007586580161476743,seq_1_E
220,0.007800007429702988,reversed_False
221,0.008371416252989204,length2_1
222,0.008401677031752293,reversed_True
223,0.008446004498788314,seq_1_V
224,0.00856853985036991,length1_8
225,0.008781429927025993,seq_9_S
226,0.008917499639002159,seq_7_L
227,0.009127905050555291,seq_3_R
228,0.009432774875728644,seq_9_D
229,0.010211281515396216,seq_9_K
230,0.010301468223429618,seq_9_R
231,0.011808835739074907,seq_2_P
232,0.013814161530875025,seq_9_Y
233,0.013953590754357209,seq_9_I
234,0.01402973812909985,seq_9_E
235,0.021918050461807215,seq_2_R
236,0.028069480780247517,seq_1_R
237,0.036348211856302395,seq_1_P
238,0.04979833323542813,seq_9_L
