,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_activation,param_hidden_layer_sizes,param_max_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,1.452959458033244,0.04534316062927246,0.7671627460393663,0.8469761165955841,identity,5,1000,"{'hidden_layer_sizes': 5, 'max_iter': 1000, 'activation': 'identity'}",1,0.7652987760979122,0.8537990637378466,0.7588192944564435,0.8451566438602809,0.7773775216138329,0.8419726421886249,0.06659214627993762,0.015067703693423702,0.007689747722723573,0.004996593669081507
1,0.9946793715159098,0.049382527669270836,0.7662025924147864,0.8470959773704241,identity,10,1000,"{'hidden_layer_sizes': 10, 'max_iter': 1000, 'activation': 'identity'}",2,0.7652987760979122,0.8527187612531509,0.7624190064794817,0.8451566438602809,0.770893371757925,0.8434125269978402,0.056158642798587566,0.011270828091389854,0.003517995941910222,0.004039163267423323
2,1.6856600443522136,0.0722363789876302,0.7638022083533366,0.8481762366464771,identity,20,1000,"{'hidden_layer_sizes': 20, 'max_iter': 1000, 'activation': 'identity'}",5,0.7631389488840893,0.8537990637378466,0.7544996400287977,0.8469571480014404,0.7737752161383286,0.843772498200144,0.4463311568910286,0.029776861418305812,0.007882717466240318,0.004183111837201623
3,1.28737211227417,0.05646022160847982,0.7647623619779165,0.8462560013564057,identity,50,1000,"{'hidden_layer_sizes': 50, 'max_iter': 1000, 'activation': 'identity'}",4,0.7602591792656588,0.851998559596687,0.7588192944564435,0.8455167446885128,0.7752161383285303,0.8412526997840173,0.11100584721362933,0.0023110112667296882,0.007412625005868072,0.004418012456158364
4,15.698374271392822,0.060588995615641274,0.742198751800288,0.9924386603626986,logistic,5,1000,"{'hidden_layer_sizes': 5, 'max_iter': 1000, 'activation': 'logistic'}",13,0.7530597552195825,0.9927979834353619,0.7271418286537077,0.9909974792942023,0.7463976945244957,0.9935205183585313,1.602437980771994,0.016765294978650085,0.010990567474308086,0.0010609009796531867
5,13.065154075622559,0.0438990592956543,0.7537205952952473,0.9984396927035899,logistic,10,1000,"{'hidden_layer_sizes': 10, 'max_iter': 1000, 'activation': 'logistic'}",11,0.755939524838013,0.9981994958588405,0.750179985601152,0.9981994958588405,0.7550432276657061,0.9989200863930886,0.9024457714438815,0.01316166361573136,0.002530630543946139,0.0003396896354837843
6,13.780368010203043,0.05486750602722168,0.7626020163226116,0.951986556235746,logistic,20,1000,"{'hidden_layer_sizes': 20, 'max_iter': 1000, 'activation': 'logistic'}",6,0.7645788336933045,0.85631976953547,0.7580993520518359,0.9996398991717681,0.7651296829971181,1.0,7.460931837449265,0.00047431005948524483,0.0031923673854225448,0.06764679335252441
7,4.630961100260417,0.06517791748046875,0.7650024003840614,0.8509367072024228,logistic,50,1000,"{'hidden_layer_sizes': 50, 'max_iter': 1000, 'activation': 'logistic'}",3,0.7645788336933045,0.8570399711919338,0.7573794096472283,0.8494778537990637,0.7730547550432276,0.8462922966162707,0.6013149405662067,0.011429107318186551,0.0064060563892352415,0.004507350821007661
8,8.139397462209066,0.03710675239562988,0.7412385981757081,0.9984396494949471,tanh,5,1000,"{'hidden_layer_sizes': 5, 'max_iter': 1000, 'activation': 'tanh'}",14,0.7537796976241901,0.9989196975153043,0.7192224622030238,0.9971191933741448,0.7507204610951008,0.9992800575953924,0.7382175782900978,0.0006263546337337449,0.015620564260292649,0.0009452224154676044
9,7.094120979309082,0.037507057189941406,0.7484397503600576,0.9997599759898215,tanh,10,1000,"{'hidden_layer_sizes': 10, 'max_iter': 1000, 'activation': 'tanh'}",12,0.7537796976241901,1.0,0.7415406767458603,0.9996398991717681,0.75,0.9996400287976962,0.21606066767396997,0.002936692534026914,0.005117412550365362,0.000169722613495022
10,8.451116561889648,0.05407174428304037,0.7602016322611618,1.0,tanh,20,1000,"{'hidden_layer_sizes': 20, 'max_iter': 1000, 'activation': 'tanh'}",8,0.7595392368610511,1.0,0.7508999280057596,1.0,0.7701729106628242,1.0,0.9766201444643046,0.0019488872828865964,0.007881624287570716,0.0
11,10.591775099436441,0.09726889928181966,0.7623619779164666,1.0,tanh,50,1000,"{'hidden_layer_sizes': 50, 'max_iter': 1000, 'activation': 'tanh'}",7,0.7631389488840893,1.0,0.7487401007919366,1.0,0.7752161383285303,1.0,0.1502472003703848,0.052021291091363775,0.010822107353608924,0.0
12,9.22550861040751,0.037997802098592125,0.7328372539606337,0.9987996639058937,relu,5,1000,"{'hidden_layer_sizes': 5, 'max_iter': 1000, 'activation': 'relu'}",16,0.7386609071274298,0.9981994958588405,0.7257019438444925,0.9981994958588405,0.734149855907781,1.0,1.237981589383461,0.001246344067618578,0.005371841561177928,0.0008487657918455665
13,5.529737631479899,0.03501574198404948,0.7333173307729237,1.0,relu,10,1000,"{'hidden_layer_sizes': 10, 'max_iter': 1000, 'activation': 'relu'}",15,0.7192224622030238,1.0,0.7365010799136069,1.0,0.7442363112391931,1.0,0.3482013024550031,0.0013826908166171459,0.010456554510163326,0.0
14,8.048973798751831,0.0867479642232259,0.7539606337013922,1.0,relu,20,1000,"{'hidden_layer_sizes': 20, 'max_iter': 1000, 'activation': 'relu'}",10,0.7552195824334054,1.0,0.7444204463642908,1.0,0.7622478386167147,1.0,1.403165563107205,0.019522855608240734,0.007331828981217515,0.0
